TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating,ContinentId,RegionId,CountryId,UserCityId,CityName,CityCountryId,Continent,Region,Country,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCity,Season,MonthsSinceFirstVisit
147,1053,2024,1,Business,286,4,1,1,6,14,Barcelona,6,Asia,South East Asia,Philippines,33,11,Singapore Landmark,"137 Main Road, Singapore",Points Of Interest & Landmarks,Singapore,Winter,49
148,1792,2021,6,Couples,202,4,4,12,49,97,Shanghai,49,South America,South America,Colombia,2,6,Lyon Water Park,"173 Main Road, Lyon",Water Parks,Lyon,Summer,18
149,1917,2023,1,Couples,330,5,3,11,43,86,Windhoek,43,North America,Caribbean,Cuba,62,4,Kuala Lumpur Mosque,"97 Main Road, Kuala Lumpur",Religious Sites,Kuala Lumpur,Winter,37
150,2468,2023,12,Family,232,3,5,13,52,100,London,52,Africa,East Africa,Uganda,53,10,Munich National Park,"117 Main Road, Munich",National Parks,Munich,Winter,48
151,1173,2023,4,Friends,216,3,4,12,46,93,Penang,46,South America,South America,Argentina,68,4,New York Mosque,"48 Main Road, New York",Religious Sites,New York,Spring,40
153,1694,2023,4,Friends,326,5,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,40
154,899,2021,12,Family,246,5,5,16,62,124,Stockholm,62,Africa,North Africa,Tunisia,66,1,Johannesburg Shore,"367 Main Road, Johannesburg",Beaches,Johannesburg,Winter,24
155,180,2024,9,Family,22,4,2,5,21,42,Cape Town,21,Europe,Western Europe,Germany,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Autumn,57
156,16,2023,8,Solo,33,4,1,1,1,2,Lyon,1,Asia,South East Asia,Indonesia,17,4,Oslo Mosque,"291 Main Road, Oslo",Religious Sites,Oslo,Summer,44
157,2490,2020,12,Family,40,4,3,11,44,88,Dar Es Salaam,44,North America,Caribbean,Dominican Republic,14,10,Barcelona Conservation Area,"103 Main Road, Barcelona",National Parks,Barcelona,Winter,12
158,669,2023,6,Friends,215,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,70,7,Suva Mount,"62 Main Road, Suva",Volcanos,Suva,Summer,42
159,1838,2021,7,Business,238,4,2,6,25,48,San Jose,25,Europe,Southern Europe,Spain,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Summer,19
160,1688,2024,3,Solo,118,4,1,4,17,35,Bandung,17,Asia,Western Asia,Saudi Arabia,15,9,Nairobi Wellness Retreat,"253 Main Road, Nairobi",Spas,Nairobi,Spring,51
161,1117,2021,6,Family,67,3,3,9,37,72,Accra,37,North America,Northern America,Canada,87,15,Hanoi Ballet Theatre,"10 Main Road, Hanoi",Ballets,Hanoi,Summer,18
162,2483,2021,8,Business,25,5,2,8,33,65,Kingston,33,Europe,Eastern Europe,Czech Republic,62,11,Kuala Lumpur Monument,"375 Main Road, Kuala Lumpur",Points Of Interest & Landmarks,Kuala Lumpur,Summer,20
163,2062,2023,2,Friends,88,4,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Winter,38
164,90,2023,9,Business,147,4,1,4,19,37,Stockholm,19,Asia,Western Asia,Turkey,44,10,Amsterdam National Park,"287 Main Road, Amsterdam",National Parks,Amsterdam,Autumn,45
165,2305,2023,2,Business,223,5,5,16,60,120,Singapore,60,Africa,North Africa,Egypt,19,8,Lagos Grotto,"67 Main Road, Lagos",Caverns & Caves,Lagos,Winter,38
166,1468,2023,10,Business,294,3,6,18,65,130,Rio De Janeiro,65,Oceania,Melanesia,Fiji,95,2,Dubai Temple Ruins,"27 Main Road, Dubai",Ancient Ruins,Dubai,Autumn,46
167,982,2024,5,Family,238,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,28,10,Riyadh Conservation Area,"147 Main Road, Riyadh",National Parks,Riyadh,Spring,53
168,2156,2023,6,Family,196,4,4,12,45,89,Lyon,45,South America,South America,Brazil,55,10,Marrakesh Conservation Area,"15 Main Road, Marrakesh",National Parks,Marrakesh,Summer,42
169,2019,2024,4,Family,143,5,2,6,24,47,Auckland,24,Europe,Southern Europe,Italy,130,9,Rio de Janeiro Wellness Retreat,"153 Main Road, Rio de Janeiro",Spas,Rio De Janeiro,Spring,52
170,895,2024,7,Couples,326,4,6,18,65,131,Amsterdam,65,Oceania,Melanesia,Fiji,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,55
171,2947,2021,10,Couples,293,5,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,34,4,Toronto Cathedral,"54 Main Road, Toronto",Religious Sites,Toronto,Autumn,22
172,1892,2021,6,Friends,227,5,4,12,48,95,Dubai,48,South America,South America,Chile,31,8,Mumbai Grotto,"157 Main Road, Mumbai",Caverns & Caves,Mumbai,Summer,18
173,1769,2024,3,Couples,49,4,4,12,46,92,Sydney,46,South America,South America,Argentina,19,6,Lagos Water Park,"374 Main Road, Lagos",Water Parks,Lagos,Spring,51
174,225,2024,6,Couples,292,4,1,2,10,21,Havana,10,Asia,South Asia,Bangladesh,77,1,Lima Bay,"366 Main Road, Lima",Beaches,Lima,Summer,54
175,788,2023,3,Solo,312,3,3,9,38,74,Seoul,38,North America,Northern America,Mexico,33,8,Singapore Caves,"225 Main Road, Singapore",Caverns & Caves,Singapore,Spring,39
176,1261,2024,1,Family,342,4,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,18,5,Jakarta Nature Park,"248 Main Road, Jakarta",Nature & Wildlife Areas,Jakarta,Winter,49
177,1839,2020,3,Couples,326,4,1,3,14,29,Port Moresby,14,Asia,East Asia,South Korea,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,3
178,1482,2022,10,Solo,44,3,2,6,25,50,Guatemala City,25,Europe,Southern Europe,Spain,120,2,Singapore Archaeological Park,"356 Main Road, Singapore",Ancient Ruins,Singapore,Autumn,34
179,2271,2023,6,Friends,150,4,1,3,12,25,Chicago,12,Asia,East Asia,China,45,2,Los Angeles Ancient City,"235 Main Road, Los Angeles",Ancient Ruins,Los Angeles,Summer,42
180,760,2024,9,Friends,57,4,4,12,45,89,Lyon,45,South America,South America,Brazil,45,3,Los Angeles Museum,"53 Main Road, Los Angeles",History Museums,Los Angeles,Autumn,57
181,2075,2021,1,Family,289,4,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,104,12,Oslo Quarter,"55 Main Road, Oslo",Neighborhoods,Oslo,Winter,13
182,2429,2021,4,Family,337,5,3,11,42,84,Madrid,42,North America,Caribbean,Jamaica,36,2,Gaborone Archaeological Park,"76 Main Road, Gaborone",Ancient Ruins,Gaborone,Spring,16
183,2279,2020,7,Solo,172,3,1,3,14,28,Riyadh,14,Asia,East Asia,South Korea,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Summer,7
184,2297,2023,5,Couples,69,5,2,5,21,41,Tokyo,21,Europe,Western Europe,Germany,132,13,Los Angeles Street Market,"56 Main Road, Los Angeles",Flea & Street Markets,Los Angeles,Spring,41
185,2654,2024,7,Business,221,4,2,7,28,55,Marrakesh,28,Europe,Northern Europe,United Kingdom,43,14,Rio de Janeiro Cascades,"5 Main Road, Rio de Janeiro",Waterfalls,Rio De Janeiro,Summer,55
186,272,2020,10,Friends,88,3,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Autumn,10
187,2058,2022,2,Family,38,4,5,14,55,108,Havana,55,Africa,West Africa,Ghana,113,7,Osaka Mount,"127 Main Road, Osaka",Volcanos,Osaka,Winter,26
188,2902,2023,4,Couples,50,4,2,5,20,39,Addis Ababa,20,Europe,Western Europe,France,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Spring,40
189,1678,2023,5,Solo,44,5,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,120,2,Singapore Archaeological Park,"356 Main Road, Singapore",Ancient Ruins,Singapore,Spring,41
190,669,2022,5,Friends,326,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,29
191,2996,2021,6,Business,17,3,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,11,3,Lisbon Museum,"132 Main Road, Lisbon",History Museums,Lisbon,Summer,18
192,590,2023,12,Family,85,4,4,12,46,93,Penang,46,South America,South America,Argentina,31,3,Mumbai Museum,"124 Main Road, Mumbai",History Museums,Mumbai,Winter,48
193,955,2023,11,Solo,56,4,1,3,12,25,Chicago,12,Asia,East Asia,China,93,7,Penang Mount,"6 Main Road, Penang",Volcanos,Penang,Autumn,47
195,1318,2024,6,Family,102,3,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,26,13,Osaka Night Market,"391 Main Road, Osaka",Flea & Street Markets,Osaka,Summer,54
196,1166,2023,1,Friends,70,3,2,7,31,60,Wellington,31,Europe,Northern Europe,Denmark,102,12,Nairobi Old Town,"386 Main Road, Nairobi",Neighborhoods,Nairobi,Winter,37
197,1411,2023,4,Couples,326,3,5,13,51,99,Tel Aviv,51,Africa,East Africa,Tanzania,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Spring,40
198,2792,2023,4,Friends,244,4,4,12,46,92,Sydney,46,South America,South America,Argentina,119,6,Santo Domingo Aqua Park,"200 Main Road, Santo Domingo",Water Parks,Santo Domingo,Spring,40
199,1376,2020,11,Couples,88,5,3,10,41,82,Chennai,41,North America,Central America,Guatemala,45,9,Los Angeles Thermal Spa,"47 Main Road, Los Angeles",Spas,Los Angeles,Autumn,11
200,1491,2022,2,Couples,138,5,3,10,41,80,Vancouver,41,North America,Central America,Guatemala,43,4,Rio de Janeiro Mosque,"134 Main Road, Rio de Janeiro",Religious Sites,Rio De Janeiro,Winter,26
201,2651,2020,10,Business,126,2,2,5,20,39,Addis Ababa,20,Europe,Western Europe,France,37,7,Stockholm Crater,"313 Main Road, Stockholm",Volcanos,Stockholm,Autumn,10
202,2434,2021,12,Couples,52,5,4,12,47,94,Athens,47,South America,South America,Peru,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Winter,24
203,722,2023,11,Solo,52,3,2,8,33,65,Kingston,33,Europe,Eastern Europe,Czech Republic,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,47
204,49,2020,12,Friends,114,4,3,10,41,81,Colombo,41,North America,Central America,Guatemala,71,12,Delhi District,"366 Main Road, Delhi",Neighborhoods,Delhi,Winter,12
205,1835,2021,5,Friends,306,5,6,17,64,129,Cape Town,64,Oceania,Australia And New Zealand,New Zealand,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Spring,17
206,2512,2021,6,Family,267,4,3,10,40,77,Lima,40,North America,Central America,Panama,2,4,Lyon Temple,"317 Main Road, Lyon",Religious Sites,Lyon,Summer,18
207,1616,2021,12,Business,77,5,2,6,24,47,Auckland,24,Europe,Southern Europe,Italy,99,14,Tel Aviv Waterfall,"241 Main Road, Tel Aviv",Waterfalls,Tel Aviv,Winter,24
208,669,2024,1,Business,306,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,105,6,Jakarta Water Park,"114 Main Road, Jakarta",Water Parks,Jakarta,Winter,49
209,2203,2023,2,Business,150,5,5,13,53,102,Nairobi,53,Africa,East Africa,Ethiopia,45,2,Los Angeles Ancient City,"235 Main Road, Los Angeles",Ancient Ruins,Los Angeles,Winter,38
210,1965,2022,12,Business,296,3,1,1,6,14,Barcelona,6,Asia,South East Asia,Philippines,88,5,Dar es Salaam Sanctuary,"254 Main Road, Dar es Salaam",Nature & Wildlife Areas,Dar Es Salaam,Winter,36
211,1659,2023,9,Couples,139,4,5,13,53,102,Nairobi,53,Africa,East Africa,Ethiopia,115,12,Riyadh District,"305 Main Road, Riyadh",Neighborhoods,Riyadh,Autumn,45
212,2577,2022,12,Solo,292,3,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,77,1,Lima Bay,"366 Main Road, Lima",Beaches,Lima,Winter,36
213,2332,2023,7,Business,246,5,4,12,46,93,Penang,46,South America,South America,Argentina,66,1,Johannesburg Shore,"367 Main Road, Johannesburg",Beaches,Johannesburg,Summer,43
214,1959,2023,1,Friends,250,3,1,1,6,13,London,6,Asia,South East Asia,Philippines,94,11,Athens Monument,"123 Main Road, Athens",Points Of Interest & Landmarks,Athens,Winter,37
215,1944,2024,8,Family,329,4,3,9,37,72,Accra,37,North America,Northern America,Canada,81,8,Colombo Cavern,"104 Main Road, Colombo",Caverns & Caves,Colombo,Summer,56
216,1937,2021,6,Couples,311,4,2,5,20,39,Addis Ababa,20,Europe,Western Europe,France,51,11,Warsaw Monument,"315 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Summer,18
217,1518,2024,3,Family,174,3,2,8,35,69,Bangkok,35,Europe,Eastern Europe,Romania,14,9,Barcelona Hot Springs,"340 Main Road, Barcelona",Spas,Barcelona,Spring,51
218,1317,2024,6,Couples,246,5,5,16,61,121,Toronto,61,Africa,North Africa,Morocco,66,1,Johannesburg Shore,"367 Main Road, Johannesburg",Beaches,Johannesburg,Summer,54
219,2101,2024,4,Family,132,4,3,10,41,81,Colombo,41,North America,Central America,Guatemala,98,11,Lisbon Landmark,"305 Main Road, Lisbon",Points Of Interest & Landmarks,Lisbon,Spring,52
220,1784,2022,10,Couples,245,5,1,1,5,,Unknown,,Asia,South East Asia,Vietnam,41,13,Tokyo Bazaar,"42 Main Road, Tokyo",Flea & Street Markets,Tokyo,Autumn,34
221,1408,2023,8,Couples,77,3,1,2,8,18,Jakarta,8,Asia,South Asia,Sri Lanka,99,14,Tel Aviv Waterfall,"241 Main Road, Tel Aviv",Waterfalls,Tel Aviv,Summer,44
222,417,2024,2,Business,209,4,5,15,59,117,Dakar,59,Africa,Southern Africa,Namibia,133,1,Taipei Beach,"29 Main Road, Taipei",Beaches,Taipei,Winter,50
223,2073,2024,5,Family,262,3,2,5,23,45,Los Angeles,23,Europe,Western Europe,Belgium,4,13,Paris Street Market,"300 Main Road, Paris",Flea & Street Markets,Paris,Spring,53
224,1879,2023,4,Business,178,4,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,85,12,Santiago Quarter,"22 Main Road, Santiago",Neighborhoods,Santiago,Spring,40
225,965,2020,5,Couples,230,5,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Spring,5
226,985,2023,2,Friends,52,4,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Winter,38
227,727,2021,12,Family,299,5,1,1,4,9,Brussels,4,Asia,South East Asia,Thailand,18,8,Jakarta Grotto,"114 Main Road, Jakarta",Caverns & Caves,Jakarta,Winter,24
228,2886,2024,12,Couples,103,5,5,14,55,108,Havana,55,Africa,West Africa,Ghana,56,5,Dhaka Nature Park,"312 Main Road, Dhaka",Nature & Wildlife Areas,Dhaka,Winter,60
229,2563,2020,5,Family,141,5,1,1,5,12,Tel Aviv,5,Asia,South East Asia,Vietnam,98,8,Lisbon Caves,"63 Main Road, Lisbon",Caverns & Caves,Lisbon,Spring,5
230,1649,2022,4,Couples,20,5,1,1,3,7,Athens,3,Asia,South East Asia,Singapore,123,5,Gaborone Sanctuary,"232 Main Road, Gaborone",Nature & Wildlife Areas,Gaborone,Spring,28
231,1120,2024,9,Couples,85,4,2,6,27,54,Sao Paulo,27,Europe,Southern Europe,Portugal,31,3,Mumbai Museum,"124 Main Road, Mumbai",History Museums,Mumbai,Autumn,57
232,2191,2023,4,Couples,38,5,1,3,15,32,Santo Domingo,15,Asia,East Asia,Taiwan,113,7,Osaka Mount,"127 Main Road, Osaka",Volcanos,Osaka,Spring,40
233,1520,2021,9,Couples,172,5,4,12,45,90,Surabaya,45,South America,South America,Brazil,14,7,Barcelona Volcano,"50 Main Road, Barcelona",Volcanos,Barcelona,Autumn,21
234,2922,2023,4,Couples,36,5,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,124,4,Stockholm Temple,"222 Main Road, Stockholm",Religious Sites,Stockholm,Spring,40
235,180,2024,5,Family,185,3,2,5,21,42,Cape Town,21,Europe,Western Europe,Germany,55,7,Marrakesh Volcano,"378 Main Road, Marrakesh",Volcanos,Marrakesh,Spring,53
236,132,2023,4,Couples,22,5,1,1,2,3,Surabaya,2,Asia,South East Asia,Malaysia,116,5,Port Moresby Wildlife Reserve,"383 Main Road, Port Moresby",Nature & Wildlife Areas,Port Moresby,Spring,40
237,1662,2024,10,Friends,230,5,5,14,55,109,Buenos Aires,55,Africa,West Africa,Ghana,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Autumn,58
238,669,2024,10,Couples,159,5,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,87,10,Hanoi National Park,"266 Main Road, Hanoi",National Parks,Hanoi,Autumn,58
239,1767,2024,9,Friends,85,5,6,17,64,128,Tokyo,64,Oceania,Australia And New Zealand,New Zealand,31,3,Mumbai Museum,"124 Main Road, Mumbai",History Museums,Mumbai,Autumn,57
240,2323,2024,1,Solo,231,5,2,5,23,45,Los Angeles,23,Europe,Western Europe,Belgium,98,4,Lisbon Shrine,"18 Main Road, Lisbon",Religious Sites,Lisbon,Winter,49
241,462,2023,2,Family,221,5,5,15,57,113,Osaka,57,Africa,Southern Africa,South Africa,43,14,Rio de Janeiro Cascades,"5 Main Road, Rio de Janeiro",Waterfalls,Rio De Janeiro,Winter,38
242,1233,2021,10,Solo,50,3,6,17,63,125,Melbourne,63,Oceania,Australia And New Zealand,Australia,48,15,San Jose Opera House,"49 Main Road, San Jose",Ballets,San Jose,Autumn,22
243,2029,2022,3,Family,165,5,1,1,2,3,Surabaya,2,Asia,South East Asia,Malaysia,127,14,Tunis Falls,"3 Main Road, Tunis",Waterfalls,Tunis,Spring,27
244,2484,2024,1,Solo,145,3,1,3,15,31,Mumbai,15,Asia,East Asia,Taiwan,31,15,Mumbai Ballet Theatre,"312 Main Road, Mumbai",Ballets,Mumbai,Winter,49
245,1434,2023,11,Friends,262,2,1,3,14,28,Riyadh,14,Asia,East Asia,South Korea,4,13,Paris Street Market,"300 Main Road, Paris",Flea & Street Markets,Paris,Autumn,47
246,669,2024,1,Friends,257,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,76,10,Milan Reserve,"346 Main Road, Milan",National Parks,Milan,Winter,49
247,1711,2023,2,Friends,200,4,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,64,9,Berlin Thermal Spa,"261 Main Road, Berlin",Spas,Berlin,Winter,38
248,1295,2024,3,Couples,173,4,2,8,32,63,Rome,32,Europe,Eastern Europe,Poland,100,11,London Landmark,"298 Main Road, London",Points Of Interest & Landmarks,London,Spring,51
249,2300,2023,6,Friends,144,4,1,1,1,2,Lyon,1,Asia,South East Asia,Indonesia,91,2,Paris Temple Ruins,"221 Main Road, Paris",Ancient Ruins,Paris,Summer,42
250,1624,2020,7,Business,230,4,1,1,5,10,Shanghai,5,Asia,South East Asia,Vietnam,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Summer,7
251,788,2024,6,Friends,323,4,3,9,38,74,Seoul,38,North America,Northern America,Mexico,36,15,Gaborone Ballet Theatre,"158 Main Road, Gaborone",Ballets,Gaborone,Summer,54
252,2247,2020,6,Family,326,4,2,8,34,67,Mexico City,34,Europe,Eastern Europe,Hungary,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,6
253,1503,2020,10,Couples,275,5,2,7,28,55,Marrakesh,28,Europe,Northern Europe,United Kingdom,102,6,Nairobi Aqua Park,"20 Main Road, Nairobi",Water Parks,Nairobi,Autumn,10
254,598,2023,8,Family,8,5,1,2,10,22,Buenos Aires,10,Asia,South Asia,Bangladesh,63,12,Rome Old Town,"39 Main Road, Rome",Neighborhoods,Rome,Summer,44
255,1656,2023,2,Friends,41,5,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,103,15,Panama City Opera House,"66 Main Road, Panama City",Ballets,Panama City,Winter,38
256,2858,2024,5,Family,339,3,3,10,40,78,Budapest,40,North America,Central America,Panama,9,11,Brussels Monument,"97 Main Road, Brussels",Points Of Interest & Landmarks,Brussels,Spring,53
257,2089,2023,10,Family,290,5,6,18,65,131,Amsterdam,65,Oceania,Melanesia,Fiji,105,2,Jakarta Temple Ruins,"399 Main Road, Jakarta",Ancient Ruins,Jakarta,Autumn,46
258,856,2022,9,Friends,169,5,4,12,46,91,Paris,46,South America,South America,Argentina,51,11,Warsaw Bridge,"371 Main Road, Warsaw",Points Of Interest & Landmarks,Warsaw,Autumn,33
259,2105,2020,3,Friends,142,5,1,3,14,28,Riyadh,14,Asia,East Asia,South Korea,74,15,Seoul Opera House,"374 Main Road, Seoul",Ballets,Seoul,Spring,3
260,803,2022,7,Business,96,1,1,3,12,26,Osaka,12,Asia,East Asia,China,109,4,Buenos Aires Mosque,"228 Main Road, Buenos Aires",Religious Sites,Buenos Aires,Summer,31
261,1576,2023,6,Family,209,3,2,6,24,47,Auckland,24,Europe,Southern Europe,Italy,133,1,Taipei Beach,"29 Main Road, Taipei",Beaches,Taipei,Summer,42
262,1519,2022,1,Couples,239,4,5,14,54,105,Jakarta,54,Africa,West Africa,Nigeria,86,12,Windhoek District,"136 Main Road, Windhoek",Neighborhoods,Windhoek,Winter,25
263,727,2021,4,Family,46,3,1,1,4,9,Brussels,4,Asia,South East Asia,Thailand,15,8,Nairobi Caves,"309 Main Road, Nairobi",Caverns & Caves,Nairobi,Spring,16
264,985,2021,10,Business,60,2,2,6,24,46,Taipei,24,Europe,Southern Europe,Italy,27,12,Cairo Quarter,"80 Main Road, Cairo",Neighborhoods,Cairo,Autumn,22
265,2847,2023,10,Friends,118,4,2,6,26,52,Manila,26,Europe,Southern Europe,Greece,15,9,Nairobi Wellness Retreat,"253 Main Road, Nairobi",Spas,Nairobi,Autumn,46
266,741,2024,11,Family,326,5,2,8,33,64,Berlin,33,Europe,Eastern Europe,Czech Republic,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Autumn,59
267,2398,2023,8,Friends,265,4,3,9,37,72,Accra,37,North America,Northern America,Canada,33,15,Singapore Performing Arts Centre,"394 Main Road, Singapore",Ballets,Singapore,Summer,44
268,1957,2023,8,Couples,326,4,2,8,33,66,Johannesburg,33,Europe,Eastern Europe,Czech Republic,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,44
269,1534,2023,7,Couples,326,5,3,10,41,82,Chennai,41,North America,Central America,Guatemala,126,3,Addis Ababa Museum,"203 Main Road, Addis Ababa",History Museums,Addis Ababa,Summer,43
270,459,2023,9,Friends,52,4,1,1,1,1,Dar Es Salaam,1,Asia,South East Asia,Indonesia,26,12,Osaka Quarter,"240 Main Road, Osaka",Neighborhoods,Osaka,Autumn,45
271,669,2024,5,Family,313,4,2,7,30,59,Prague,30,Europe,Northern Europe,Norway,2,5,Lyon Nature Park,"261 Main Road, Lyon",Nature & Wildlife Areas,Lyon,Spring,53
272,603,2023,7,Couples,145,3,4,12,45,90,Surabaya,45,South America,South America,Brazil,31,15,Mumbai Ballet Theatre,"312 Main Road, Mumbai",Ballets,Mumbai,Summer,43
273,1715,2024,4,Couples,125,5,1,3,15,30,Dakar,15,Asia,East Asia,Taiwan,94,15,Athens Opera House,"320 Main Road, Athens",Ballets,Athens,Spring,52
274,2913,2021,12,Friends,267,5,5,14,54,104,Oslo,54,Africa,West Africa,Nigeria,2,4,Lyon Temple,"317 Main Road, Lyon",Religious Sites,Lyon,Winter,24
275,2615,2021,7,Friends,230,5,1,4,18,36,Gaborone,18,Asia,Western Asia,Israel,40,14,Tunis Falls,"73 Main Road, Tunis",Waterfalls,Tunis,Summer,19
